x_val,nn
0.0,1.0
0.006535947712418301,0.9934640522875817
0.013071895424836602,0.9607843137254902
0.0196078431372549,0.954248366013072
0.026143790849673203,0.9019607843137255
0.032679738562091505,0.8954248366013072
0.0392156862745098,0.8888888888888888
0.0457516339869281,0.8823529411764706
0.05228758169934641,0.8758169934640523
0.058823529411764705,0.8758169934640523
0.06535947712418301,0.869281045751634
0.0718954248366013,0.8235294117647058
0.0784313725490196,0.8169934640522876
0.08496732026143791,0.7777777777777778
0.0915032679738562,0.7647058823529411
0.09803921568627451,0.738562091503268
0.10457516339869281,0.7320261437908496
0.1111111111111111,0.7254901960784313
0.11764705882352941,0.7124183006535948
0.12418300653594772,0.6797385620915033
0.13071895424836602,0.6405228758169934
0.13725490196078433,0.6274509803921569
0.3006535947712418,0.6209150326797386
0.30718954248366015,0.6143790849673203
0.3137254901960784,0.6078431372549019
0.3202614379084967,0.6013071895424836
0.32679738562091504,0.23529411764705882
0.3333333333333333,0.22875816993464052
0.33986928104575165,0.22875816993464052
0.3464052287581699,0.22875816993464052
0.35294117647058826,0.2222222222222222
0.35947712418300654,0.20261437908496732
0.3660130718954248,0.20261437908496732
0.5947712418300654,0.20261437908496732
0.6013071895424836,0.19607843137254902
0.6023071895424836,0.0
1.0,0.0
