x_val,nn
0.0,1.0
0.006711409395973154,0.9932885906040269
0.013422818791946308,0.9865771812080537
0.020134228187919462,0.9798657718120806
0.026845637583892617,0.9731543624161074
0.03355704697986577,0.9664429530201343
0.04697986577181208,0.9530201342281879
0.053691275167785234,0.9463087248322147
0.06040268456375839,0.9395973154362416
0.06711409395973154,0.9328859060402684
0.0738255033557047,0.9261744966442953
0.08053691275167785,0.9194630872483222
0.087248322147651,0.912751677852349
0.11409395973154363,0.6912751677852349
0.12080536912751678,0.6845637583892618
0.12751677852348994,0.6778523489932886
0.1342281879194631,0.6711409395973155
0.14093959731543623,0.6308724832214765
0.1476510067114094,0.6308724832214765
0.15436241610738255,0.6241610738255033
0.1610738255033557,0.6174496644295302
0.20134228187919462,0.610738255033557
0.2080536912751678,0.610738255033557
0.21476510067114093,0.6040268456375839
0.2214765100671141,0.5973154362416108
0.22818791946308725,0.5906040268456376
0.2348993288590604,0.5771812080536913
0.24161073825503357,0.5570469798657718
0.2483221476510067,0.5503355704697986
0.2550335570469799,0.5436241610738255
0.26174496644295303,0.5369127516778524
0.2684563758389262,0.4899328859060403
0.2751677852348993,0.4899328859060403
0.30201342281879195,0.48322147651006714
0.3087248322147651,0.48322147651006714
0.31543624161073824,0.47651006711409394
0.3221476510067114,0.4429530201342282
0.3288590604026846,0.436241610738255
0.33557046979865773,0.42953020134228187
0.3422818791946309,0.40939597315436244
0.348993288590604,0.40939597315436244
0.35570469798657717,0.40268456375838924
0.3624161073825503,0.3959731543624161
0.3691275167785235,0.38926174496644295
0.37583892617449666,0.3825503355704698
0.3825503355704698,0.37583892617449666
0.38926174496644295,0.37583892617449666
0.5570469798657718,0.33557046979865773
0.5637583892617449,0.3288590604026846
0.5704697986577181,0.3221476510067114
0.5771812080536913,0.31543624161073824
0.5838926174496645,0.30201342281879195
0.5906040268456376,0.2953020134228188
0.5973154362416108,0.28859060402684567
0.6040268456375839,0.28187919463087246
0.610738255033557,0.24161073825503357
0.6174496644295302,0.2348993288590604
0.6241610738255033,0.16778523489932887
0.6251610738255033,0.0
1.0,0.0
