x_val,y_val
0.0,1.0
0.01,2.3025850929940455
0.02,2.1972245773362196
0.03,2.1972245773362196
0.04,2.1972245773362196
0.05,2.1972245773362196
0.06,2.0794415416798357
0.07,1.945910149055313
0.08,1.7917594692280547
0.09,1.6094379124341005
0.1,1.3862943611198906
0.11,1.3862943611198906
0.12,1.3862943611198906
0.13,1.3862943611198906
0.14,1.3862943611198906
0.15,1.3862943611198906
0.16,1.3862943611198906
0.17,1.3862943611198906
0.18,1.3862943611198906
0.19,1.3862943611198906
0.2,1.0986122886681096
0.21,1.0986122886681096
0.22,1.0986122886681096
0.23,1.0986122886681096
0.24,1.0986122886681096
0.25,0.6931471805599453
0.26,0.6931471805599453
0.27,0.6931471805599453
0.28,0.6931471805599453
0.29,0.6931471805599453
0.3,0.6931471805599453
0.31,0.6931471805599453
0.32,0.6931471805599453
0.33,0.6931471805599453
0.34,0.6931471805599453
0.35,0.6931471805599453
0.36,0.6931471805599453
0.37,0.6931471805599453
0.38,0.6931471805599453
0.39,0.6931471805599453
0.4,0.6931471805599453
0.41,0.6931471805599453
0.42,0.6931471805599453
0.43,0.6931471805599453
0.44,0.6931471805599453
0.45,0.6931471805599453
0.46,0.6931471805599453
0.47,0.6931471805599453
0.48,0.6931471805599453
0.49,0.6931471805599453
0.5,0.2530369754479396
0.51,0.25731864054383163
0.52,0.2617644829090154
0.53,0.2868359830561607
0.54,0.30463609734923813
0.55,0.3111291548118492
0.56,0.48257756517701206
0.5700000000000001,0.0
1.0,0.0
