x_val,y_val
0.0,1.0
0.01,4.003745318352059
0.02,3.500187265917603
0.03,3.478219696969697
0.04,3.477394636015326
0.05,3.0061302681992346
0.06,2.963565891472869
0.07,2.9527450980392165
0.08,2.911111111111111
0.09,2.863052208835341
0.1,2.465461847389558
0.11,2.459349593495934
0.12,2.390035273368606
0.13,2.378035714285714
0.14,2.3752260397830014
0.15,1.985684147076552
0.16,1.971398046398046
0.17,1.9716759431045143
0.18,1.9258145363408512
0.19,1.8729523809523805
0.2,1.8760939510939505
0.21,1.8494455316373124
0.22,1.8465608465608463
0.23,1.8421864520456068
0.24,1.809829931972789
0.25,1.7675983436853002
0.26,1.7148809523809518
0.27,1.7027896233120112
0.28,1.6525072150072149
0.29,1.5966117216117215
0.3,1.562710813492063
0.31,1.5148463088939277
0.32,1.4745519713261652
0.33,1.166122631848438
0.34,1.1364375606178883
0.36,0.8869191919191917
0.37,0.8542409567833297
0.38,0.7043047469771607
0.39,0.7071371610845295
0.4,0.7068761595547312
0.41,0.6655478360023813
0.42,0.6679087373531817
0.43,0.6720438366664782
0.44,0.6666902008248161
0.45,0.6694809003632534
0.46,0.5193340548340548
0.47,0.4865167712106488
0.48,0.49086550024050024
0.49,0.4753975929507845
0.5,0.4733695652173914
0.51,0.452663139329806
0.52,0.46295093795093795
0.53,0.46131413805832405
0.54,0.4603930461073318
0.55,0.47162214479287645
0.56,0.4834126984126984
0.57,0.4763329263329263
0.58,0.34718045112781953
0.59,0.0
1.0,0.0
