x_val,y_val
0.0,1.0
0.01,2.3025850929940455
0.02,2.1972245773362196
0.03,2.1972245773362196
0.04,2.1972245773362196
0.05,2.0794415416798357
0.06,2.0794415416798357
0.07,2.0794415416798357
0.08,2.0794415416798357
0.09,2.0794415416798357
0.1,1.945910149055313
0.11,1.945910149055313
0.12,1.945910149055313
0.13,1.945910149055313
0.14,1.945910149055313
0.15,1.7917594692280547
0.16,1.7917594692280547
0.17,1.7917594692280547
0.18,1.7917594692280547
0.19,1.7917594692280547
0.2,1.7917594692280547
0.21,1.7917594692280547
0.22,1.7917594692280547
0.23,1.7917594692280547
0.24,1.7917594692280547
0.25,1.7917594692280547
0.26,1.7917594692280547
0.27,1.7917594692280547
0.28,1.7917594692280547
0.29,1.7917594692280547
0.3,1.7917594692280547
0.31,1.7917594692280547
0.32,1.7917594692280547
0.33,1.6094379124341005
0.34,1.6094379124341005
0.36,1.3862943611198906
0.37,1.3862943611198906
0.38,1.1279493210011966
0.39,1.1283656732455285
0.4,1.1287951644808945
0.41,1.129238449006686
0.42,1.1296962261414059
0.43,1.1301692442100746
0.44,1.1311642685088188
0.45,1.1316880587488305
0.46,0.7434192563677382
0.47,0.7489542219514583
0.48,0.7500103732212577
0.49,0.7534606408250434
0.5,0.7574071403616118
0.51,0.765433816636765
0.52,0.765433816636765
0.53,0.7673144245969823
0.54,0.769306485908034
0.55,0.769306485908034
0.56,0.769306485908034
0.57,0.7736688951159508
0.58,0.8132934614830074
0.59,0.0
1.0,0.0
